RRinterval	annotation
865.000000	0
590.000000	0
1130.000000	0
880.000000	0
585.000000	0
1120.000000	0
890.000000	0
590.000000	0
1130.000000	0
895.000000	0
590.000000	0
1135.000000	0
865.000000	0
605.000000	0
1170.000000	0
875.000000	0
605.000000	0
1150.000000	0
865.000000	0
620.000000	0
1115.000000	0
830.000000	0
620.000000	0
1015.000000	0
810.000000	0
640.000000	0
825.000000	0
900.000000	0
775.000000	0
770.000000	0
785.000000	0
770.000000	0
685.000000	0
885.000000	0
680.000000	0
900.000000	0
680.000000	0
975.000000	0
620.000000	0
1075.000000	0
855.000000	0
615.000000	0
1080.000000	0
860.000000	0
610.000000	0
1150.000000	0
855.000000	0
605.000000	0
1125.000000	0
885.000000	0
590.000000	0
1150.000000	0
900.000000	0
580.000000	0
1115.000000	0
890.000000	0
575.000000	0
1115.000000	0
860.000000	0
590.000000	0
1100.000000	0
865.000000	0
590.000000	0
1090.000000	0
855.000000	0
595.000000	0
1100.000000	0
860.000000	0
590.000000	0
1045.000000	0
825.000000	0
605.000000	0
1085.000000	0
835.000000	0
610.000000	0
1145.000000	0
940.000000	0
585.000000	0
1170.000000	0
920.000000	0
595.000000	0
1175.000000	0
930.000000	0
590.000000	0
1195.000000	0
960.000000	0
590.000000	0
1220.000000	0
1025.000000	0
580.000000	0
1240.000000	0
1060.000000	0
590.000000	0
1250.000000	0
1045.000000	0
595.000000	0
1255.000000	0
1040.000000	0
595.000000	0
1220.000000	0
950.000000	0
605.000000	0
1010.000000	0
795.000000	0
660.000000	0
860.000000	0
755.000000	0
760.000000	0
730.000000	0
760.000000	0
750.000000	0
730.000000	0
755.000000	0
770.000000	0
775.000000	0
765.000000	0
795.000000	0
635.000000	0
1070.000000	0
580.000000	0
1080.000000	0
840.000000	0
610.000000	0
1030.000000	0
815.000000	0
610.000000	0
995.000000	0
780.000000	0
600.000000	0
980.000000	0
775.000000	0
605.000000	0
960.000000	0
800.000000	0
590.000000	0
980.000000	0
795.000000	0
585.000000	0
1010.000000	0
780.000000	0
600.000000	0
990.000000	0
800.000000	0
600.000000	0
1020.000000	0
805.000000	0
600.000000	0
1045.000000	0
825.000000	0
600.000000	0
1050.000000	0
830.000000	0
605.000000	0
1100.000000	0
885.000000	0
585.000000	0
1210.000000	0
930.000000	0
595.000000	0
1200.000000	0
975.000000	0
575.000000	0
1220.000000	0
995.000000	0
580.000000	0
1220.000000	0
965.000000	0
585.000000	0
1225.000000	0
975.000000	0
600.000000	0
1220.000000	0
925.000000	0
630.000000	0
1220.000000	0
820.000000	0
790.000000	0
775.000000	0
675.000000	0
790.000000	0
740.000000	0
720.000000	0
730.000000	0
735.000000	0
735.000000	0
730.000000	0
700.000000	0
815.000000	0
670.000000	0
820.000000	0
780.000000	0
790.000000	0
675.000000	0
935.000000	0
595.000000	0
1015.000000	0
795.000000	0
605.000000	0
990.000000	0
785.000000	0
600.000000	0
935.000000	0
760.000000	0
605.000000	0
880.000000	0
755.000000	0
605.000000	0
875.000000	0
740.000000	0
620.000000	0
880.000000	0
770.000000	0
625.000000	0
930.000000	0
765.000000	0
620.000000	0
955.000000	0
780.000000	0
615.000000	0
940.000000	0
780.000000	0
620.000000	0
930.000000	0
775.000000	0
635.000000	0
980.000000	0
785.000000	0
645.000000	0
955.000000	0
810.000000	0
640.000000	0
980.000000	0
810.000000	0
635.000000	0
1015.000000	0
800.000000	0
645.000000	0
1030.000000	0
790.000000	0
650.000000	0
955.000000	0
780.000000	0
675.000000	0
945.000000	0
820.000000	0
795.000000	0
825.000000	0
690.000000	0
1010.000000	0
625.000000	0
1070.000000	0
835.000000	0
640.000000	0
995.000000	0
810.000000	0
660.000000	0
975.000000	0
825.000000	0
665.000000	0
995.000000	0
830.000000	0
665.000000	0
985.000000	0
565.000000	0
1110.000000	0
835.000000	0
630.000000	0
1035.000000	0
785.000000	0
675.000000	0
935.000000	0
775.000000	0
810.000000	0
820.000000	0
800.000000	0
830.000000	0
690.000000	0
1040.000000	0
615.000000	0
1085.000000	0
865.000000	0
645.000000	0
1135.000000	0
915.000000	0
615.000000	0
1195.000000	0
935.000000	0
590.000000	0
1180.000000	0
935.000000	0
580.000000	0
1190.000000	0
940.000000	0
585.000000	0
1190.000000	0
925.000000	0
590.000000	0
1190.000000	0
960.000000	0
585.000000	0
1220.000000	0
1030.000000	0
575.000000	0
1235.000000	0
995.000000	0
580.000000	0
1005.000000	0
795.000000	0
645.000000	0
840.000000	0
755.000000	0
725.000000	0
735.000000	0
740.000000	0
725.000000	0
720.000000	0
775.000000	0
755.000000	0
745.000000	0
695.000000	0
895.000000	0
650.000000	0
980.000000	0
660.000000	0
1055.000000	0
575.000000	0
1085.000000	0
825.000000	0
590.000000	0
1035.000000	0
800.000000	0
600.000000	0
955.000000	0
775.000000	0
610.000000	0
910.000000	0
755.000000	0
610.000000	0
910.000000	0
775.000000	0
605.000000	0
925.000000	0
785.000000	0
605.000000	0
985.000000	0
795.000000	0
610.000000	0
1065.000000	0
825.000000	0
605.000000	0
1070.000000	0
845.000000	0
595.000000	0
1050.000000	0
825.000000	0
605.000000	0
935.000000	0
765.000000	0
625.000000	0
905.000000	0
785.000000	0
645.000000	0
940.000000	0
805.000000	0
680.000000	0
900.000000	0
800.000000	0
810.000000	0
800.000000	0
795.000000	0
800.000000	0
580.000000	0
1100.000000	0
825.000000	0
635.000000	0
1115.000000	0
850.000000	0
640.000000	0
1070.000000	0
855.000000	0
620.000000	0
1090.000000	0
855.000000	0
615.000000	0
1090.000000	0
865.000000	0
605.000000	0
1055.000000	0
840.000000	0
605.000000	0
1050.000000	0
820.000000	0
610.000000	0
1030.000000	0
795.000000	0
635.000000	0
995.000000	0
810.000000	0
640.000000	0
990.000000	0
825.000000	0
630.000000	0
1040.000000	0
870.000000	0
610.000000	0
1210.000000	0
965.000000	0
590.000000	0
1200.000000	0
950.000000	0
600.000000	0
1215.000000	0
945.000000	0
600.000000	0
1230.000000	0
940.000000	0
605.000000	0
1235.000000	0
940.000000	0
610.000000	0
1245.000000	0
960.000000	0
600.000000	0
1215.000000	0
995.000000	0
585.000000	0
1240.000000	0
1030.000000	0
575.000000	0
1220.000000	0
1035.000000	0
585.000000	0
1240.000000	0
1040.000000	0
595.000000	0
1240.000000	0
1025.000000	0
600.000000	0
1260.000000	0
1070.000000	0
595.000000	0
1270.000000	0
1105.000000	0
590.000000	0
1220.000000	0
955.000000	0
595.000000	0
940.000000	0
770.000000	0
660.000000	0
810.000000	0
730.000000	0
705.000000	0
725.000000	0
705.000000	0
695.000000	0
730.000000	0
720.000000	0
705.000000	0
660.000000	0
795.000000	0
755.000000	0
770.000000	0
625.000000	0
905.000000	0
585.000000	0
1035.000000	0
815.000000	0
580.000000	0
1035.000000	0
790.000000	0
580.000000	0
1000.000000	0
790.000000	0
575.000000	0
925.000000	0
765.000000	0
590.000000	0
925.000000	0
750.000000	0
600.000000	0
915.000000	0
770.000000	0
595.000000	0
920.000000	0
775.000000	0
590.000000	0
930.000000	0
755.000000	0
610.000000	0
900.000000	0
745.000000	0
630.000000	0
870.000000	0
760.000000	0
635.000000	0
890.000000	0
775.000000	0
640.000000	0
955.000000	0
780.000000	0
790.000000	0
790.000000	0
660.000000	0
910.000000	0
790.000000	0
790.000000	0
805.000000	0
635.000000	0
1010.000000	0
830.000000	0
635.000000	0
1065.000000	0
805.000000	0
655.000000	0
970.000000	0
785.000000	0
720.000000	0
835.000000	0
780.000000	0
770.000000	0
690.000000	0
875.000000	0
795.000000	0
795.000000	0
655.000000	0
950.000000	0
820.000000	0
795.000000	0
805.000000	0
815.000000	0
750.000000	0
880.000000	0
635.000000	0
1015.000000	0
825.000000	0
645.000000	0
1000.000000	0
830.000000	0
650.000000	0
1055.000000	0
830.000000	0
630.000000	0
1010.000000	0
790.000000	0
825.000000	0
840.000000	0
705.000000	0
1045.000000	0
705.000000	0
1095.000000	0
555.000000	0
1040.000000	0
800.000000	0
640.000000	0
885.000000	0
760.000000	0
740.000000	0
760.000000	0
765.000000	0
760.000000	0
760.000000	0
800.000000	0
810.000000	0
690.000000	0
905.000000	0
830.000000	0
855.000000	0
645.000000	0
1030.000000	0
835.000000	0
645.000000	0
980.000000	0
785.000000	0
660.000000	0
885.000000	0
535.000000	0
990.000000	0
780.000000	0
640.000000	0
940.000000	0
800.000000	0
635.000000	0
955.000000	0
825.000000	0
620.000000	0
1050.000000	0
835.000000	0
615.000000	0
1060.000000	0
825.000000	0
625.000000	0
1030.000000	0
840.000000	0
615.000000	0
1055.000000	0
845.000000	0
625.000000	0
1030.000000	0
820.000000	0
630.000000	0
990.000000	0
785.000000	0
650.000000	0
915.000000	0
785.000000	0
650.000000	0
880.000000	0
785.000000	0
650.000000	0
935.000000	0
790.000000	0
670.000000	0
950.000000	0
800.000000	0
670.000000	0
1035.000000	0
850.000000	0
665.000000	0
1030.000000	0
845.000000	0
655.000000	0
1080.000000	0
875.000000	0
620.000000	0
1125.000000	0
860.000000	0
625.000000	0
1085.000000	0
825.000000	0
655.000000	0
1040.000000	0
820.000000	0
640.000000	0
1000.000000	0
835.000000	0
625.000000	0
1010.000000	0
830.000000	0
625.000000	0
1050.000000	0
820.000000	0
625.000000	0
1060.000000	0
830.000000	0
635.000000	0
1100.000000	0
855.000000	0
635.000000	0
1110.000000	0
845.000000	0
640.000000	0
1020.000000	0
835.000000	0
650.000000	0
1005.000000	0
835.000000	0
660.000000	0
995.000000	0
805.000000	0
675.000000	0
915.000000	0
795.000000	0
795.000000	0
775.000000	0
705.000000	0
885.000000	0
790.000000	0
785.000000	0
675.000000	0
965.000000	0
680.000000	0
1015.000000	0
620.000000	0
1125.000000	0
830.000000	0
645.000000	0
1105.000000	0
865.000000	0
620.000000	0
1105.000000	0
885.000000	0
600.000000	0
1140.000000	0
885.000000	0
585.000000	0
1090.000000	0
835.000000	0
605.000000	0
1075.000000	0
845.000000	0
610.000000	0
1050.000000	0
850.000000	0
605.000000	0
1045.000000	0
830.000000	0
615.000000	0
970.000000	0
785.000000	0
615.000000	0
910.000000	0
760.000000	0
625.000000	0
865.000000	0
745.000000	0
635.000000	0
805.000000	0
770.000000	0
730.000000	0
730.000000	0
740.000000	0
685.000000	0
805.000000	0
750.000000	0
760.000000	0
765.000000	0
765.000000	0
650.000000	0
900.000000	0
685.000000	0
855.000000	0
775.000000	0
760.000000	0
680.000000	0
815.000000	0
745.000000	0
705.000000	0
755.000000	0
720.000000	0
715.000000	0
720.000000	0
715.000000	0
2190.000000	3
1355.000000	3
700.000000	0
695.000000	0
695.000000	0
695.000000	0
685.000000	0
675.000000	0
680.000000	0
670.000000	0
675.000000	0
670.000000	0
670.000000	0
675.000000	0
680.000000	0
690.000000	0
695.000000	0
705.000000	0
705.000000	0
705.000000	3
705.000000	0
705.000000	0
705.000000	0
710.000000	0
715.000000	0
680.000000	0
765.000000	0
570.000000	0
870.000000	0
725.000000	0
720.000000	0
710.000000	0
705.000000	0
715.000000	0
700.000000	0
705.000000	0
690.000000	0
695.000000	0
700.000000	0
710.000000	0
735.000000	0
735.000000	0
740.000000	0
695.000000	0
830.000000	0
585.000000	0
995.000000	0
775.000000	0
775.000000	0
790.000000	0
790.000000	0
665.000000	0
915.000000	0
515.000000	0
1065.000000	0
810.000000	0
790.000000	0
795.000000	0
795.000000	0
665.000000	0
945.000000	0
530.000000	0
1075.000000	0
835.000000	0
640.000000	0
980.000000	0
810.000000	0
655.000000	0
975.000000	0
800.000000	0
660.000000	0
960.000000	0
810.000000	0
650.000000	0
980.000000	0
805.000000	0
650.000000	0
955.000000	0
785.000000	0
645.000000	0
880.000000	0
760.000000	0
645.000000	0
855.000000	0
770.000000	0
655.000000	0
925.000000	0
790.000000	0
6675.000000	3
720.000000	0
615.000000	0
5975.000000	3
3870.000000	3
1255.000000	3
530.000000	0
770.000000	3
655.000000	3
645.000000	3
650.000000	0
625.000000	0
635.000000	0
665.000000	0
680.000000	0
620.000000	0
580.000000	3
730.000000	0
695.000000	0
625.000000	0
695.000000	0
665.000000	0
1340.000000	3
665.000000	0
670.000000	0
670.000000	0
675.000000	0
685.000000	0
675.000000	0
690.000000	0
695.000000	0
695.000000	0
1410.000000	3
665.000000	3
695.000000	0
720.000000	0
625.000000	0
695.000000	0
675.000000	0
665.000000	0
685.000000	0
630.000000	3
665.000000	0
690.000000	0
675.000000	0
560.000000	0
780.000000	0
505.000000	0
820.000000	0
675.000000	0
645.000000	0
700.000000	0
680.000000	0
695.000000	0
675.000000	0
585.000000	0
865.000000	0
505.000000	0
925.000000	0
710.000000	0
740.000000	0
725.000000	0
720.000000	0
715.000000	0
755.000000	0
665.000000	0
705.000000	0
700.000000	0
705.000000	0
620.000000	0
780.000000	0
510.000000	0
895.000000	0
705.000000	0
705.000000	0
705.000000	0
705.000000	0
705.000000	0
715.000000	0
720.000000	0
610.000000	0
855.000000	0
520.000000	0
940.000000	0
745.000000	0
725.000000	0
730.000000	0
730.000000	0
730.000000	0
705.000000	0
750.000000	0
735.000000	0
745.000000	0
725.000000	0
775.000000	0
765.000000	0
765.000000	0
715.000000	0
805.000000	0
565.000000	0
980.000000	0
520.000000	0
950.000000	0
735.000000	0
730.000000	0
740.000000	0
740.000000	0
730.000000	0
730.000000	0
745.000000	0
750.000000	0
755.000000	0
740.000000	0
740.000000	0
765.000000	0
765.000000	0
745.000000	0
740.000000	0
765.000000	0
765.000000	0
600.000000	0
910.000000	0
525.000000	0
985.000000	0
770.000000	0
750.000000	0
755.000000	0
770.000000	0
725.000000	0
820.000000	0
575.000000	0
965.000000	0
520.000000	0
1010.000000	0
785.000000	0
740.000000	0
785.000000	0
765.000000	0
750.000000	0
800.000000	0
760.000000	0
750.000000	0
775.000000	0
765.000000	0
775.000000	0
730.000000	0
800.000000	0
580.000000	0
950.000000	0
515.000000	0
975.000000	0
745.000000	0
735.000000	0
740.000000	0
740.000000	0
745.000000	0
660.000000	0
835.000000	0
505.000000	0
995.000000	0
780.000000	0
755.000000	0
750.000000	0
760.000000	0
765.000000	0
730.000000	0
805.000000	0
755.000000	0
525.000000	0
1000.000000	0
775.000000	0
680.000000	0
825.000000	0
510.000000	0
970.000000	0
755.000000	0
670.000000	0
810.000000	0
505.000000	0
985.000000	0
775.000000	0
655.000000	0
845.000000	0
515.000000	0
975.000000	0
765.000000	0
665.000000	0
820.000000	0
510.000000	0
960.000000	0
750.000000	0
735.000000	0
740.000000	0
685.000000	0
800.000000	0
520.000000	0
915.000000	0
735.000000	0
665.000000	0
760.000000	0
545.000000	0
900.000000	0
735.000000	0
730.000000	0
730.000000	0
740.000000	0
745.000000	0
755.000000	0
735.000000	0
745.000000	0
750.000000	0
695.000000	0
820.000000	0
580.000000	0
940.000000	0
770.000000	0
760.000000	0
755.000000	0
715.000000	0
800.000000	0
770.000000	0
770.000000	0
755.000000	0
650.000000	0
890.000000	0
505.000000	0
1005.000000	0
765.000000	0
750.000000	0
760.000000	0
680.000000	0
860.000000	0
520.000000	0
970.000000	0
770.000000	0
670.000000	0
890.000000	0
515.000000	0
980.000000	0
760.000000	0
655.000000	0
885.000000	0
770.000000	0
675.000000	0
820.000000	0
515.000000	0
985.000000	0
780.000000	0
650.000000	0
890.000000	0
760.000000	0
760.000000	0
755.000000	0
765.000000	0
695.000000	0
870.000000	0
550.000000	0
990.000000	0
785.000000	0
650.000000	0
850.000000	0
500.000000	0
920.000000	0
720.000000	3
645.000000	0
815.000000	0
1360.000000	3
1320.000000	3
1190.000000	3
845.000000	3
680.000000	0
645.000000	0
690.000000	3
670.000000	0
660.000000	0
555.000000	0
815.000000	0
700.000000	0
680.000000	0
730.000000	0
675.000000	0
785.000000	0
715.000000	0
760.000000	0
755.000000	0
660.000000	0
885.000000	0
485.000000	0
970.000000	0
780.000000	0
650.000000	0
860.000000	0
485.000000	0
975.000000	0
755.000000	0
650.000000	0
855.000000	0
495.000000	0
1015.000000	0
775.000000	0
645.000000	0
900.000000	0
740.000000	0
780.000000	0
790.000000	0
785.000000	0
795.000000	0
780.000000	0
700.000000	0
880.000000	0
800.000000	0
795.000000	0
785.000000	0
755.000000	0
795.000000	0
670.000000	0
945.000000	0
515.000000	0
1035.000000	0
800.000000	0
790.000000	0
790.000000	0
690.000000	0
850.000000	0
580.000000	0
1000.000000	0
785.000000	0
775.000000	0
740.000000	0
780.000000	0
770.000000	0
690.000000	0
825.000000	0
560.000000	0
935.000000	0
520.000000	0
985.000000	0
735.000000	0
770.000000	0
770.000000	0
640.000000	0
940.000000	0
800.000000	0
805.000000	0
805.000000	0
800.000000	0
765.000000	0
680.000000	0
955.000000	0
520.000000	0
1015.000000	0
810.000000	0
665.000000	0
910.000000	0
495.000000	0
1005.000000	0
785.000000	0
640.000000	0
900.000000	0
750.000000	0
760.000000	0
760.000000	0
770.000000	0
745.000000	0
755.000000	0
680.000000	0
900.000000	0
510.000000	0
1000.000000	0
800.000000	0
800.000000	0
800.000000	0
805.000000	0
765.000000	0
675.000000	0
995.000000	0
520.000000	0
1015.000000	0
805.000000	0
750.000000	0
800.000000	0
755.000000	0
725.000000	0
760.000000	0
665.000000	0
855.000000	0
490.000000	0
970.000000	0
780.000000	0
760.000000	0
760.000000	0
730.000000	0
770.000000	0
655.000000	0
915.000000	0
500.000000	0
1030.000000	0
805.000000	0
685.000000	0
915.000000	0
750.000000	0
675.000000	0
900.000000	0
550.000000	0
990.000000	0
745.000000	0
770.000000	0
765.000000	0
700.000000	0
825.000000	0
795.000000	0
545.000000	0
1010.000000	0
795.000000	0
645.000000	0
880.000000	0
790.000000	0
665.000000	0
880.000000	0
500.000000	0
1000.000000	0
805.000000	0
640.000000	0
930.000000	0
765.000000	0
645.000000	0
845.000000	0
535.000000	0
945.000000	0
740.000000	0
710.000000	0
755.000000	0
690.000000	0
805.000000	0
585.000000	0
895.000000	0
780.000000	0
745.000000	0
770.000000	0
725.000000	0
770.000000	0
760.000000	0
695.000000	0
845.000000	0
740.000000	0
780.000000	0
785.000000	0
660.000000	0
910.000000	0
745.000000	0
780.000000	0
770.000000	0
675.000000	0
835.000000	0
545.000000	0
980.000000	0
755.000000	0
745.000000	0
735.000000	0
675.000000	0
795.000000	0
550.000000	0
950.000000	0
745.000000	0
720.000000	0
760.000000	0
695.000000	0
815.000000	0
760.000000	0
735.000000	0
770.000000	0
645.000000	0
855.000000	0
520.000000	0
970.000000	0
760.000000	3
740.000000	0
735.000000	0
735.000000	0
730.000000	0
695.000000	0
770.000000	0
740.000000	0
735.000000	0
730.000000	0
705.000000	0
780.000000	0
730.000000	0
745.000000	0
745.000000	0
685.000000	0
810.000000	0
560.000000	0
955.000000	0
755.000000	0
720.000000	0
765.000000	0
695.000000	0
830.000000	0
755.000000	0
755.000000	0
685.000000	0
865.000000	0
550.000000	0
975.000000	0
760.000000	0
765.000000	0
765.000000	0
760.000000	0
745.000000	0
720.000000	0
735.000000	0
760.000000	0
660.000000	0
810.000000	0
505.000000	0
905.000000	0
725.000000	0
715.000000	0
730.000000	0
740.000000	0
760.000000	0
760.000000	0
660.000000	0
885.000000	0
515.000000	0
1035.000000	0
790.000000	0
650.000000	0
945.000000	0
800.000000	0
650.000000	0
950.000000	0
770.000000	0
655.000000	0
910.000000	0
780.000000	0
660.000000	0
890.000000	0
775.000000	0
655.000000	0
935.000000	0
805.000000	0
650.000000	0
980.000000	0
820.000000	0
645.000000	0
1000.000000	0
780.000000	0
790.000000	0
775.000000	0
650.000000	0
855.000000	0
515.000000	0
995.000000	0
760.000000	0
675.000000	0
800.000000	0
545.000000	0
985.000000	0
775.000000	0
675.000000	0
850.000000	0
545.000000	0
1040.000000	0
770.000000	0
685.000000	0
895.000000	0
535.000000	0
1020.000000	0
755.000000	0
680.000000	0
905.000000	0
535.000000	0
980.000000	0
790.000000	0
645.000000	0
870.000000	0
500.000000	0
945.000000	0
770.000000	0
645.000000	0
850.000000	0
500.000000	0
990.000000	0
770.000000	0
645.000000	0
900.000000	0
745.000000	0
780.000000	0
780.000000	0
690.000000	0
875.000000	0
790.000000	0
785.000000	0
790.000000	0
680.000000	0
880.000000	0
570.000000	0
1040.000000	0
825.000000	0
660.000000	0
985.000000	0
525.000000	0
1060.000000	0
830.000000	0
635.000000	0
935.000000	0
790.000000	0
650.000000	0
880.000000	0
745.000000	0
720.000000	0
760.000000	0
690.000000	0
785.000000	0
715.000000	0
760.000000	0
750.000000	0
720.000000	0
785.000000	0
760.000000	0
815.000000	0
820.000000	0
645.000000	0
985.000000	0
820.000000	0
820.000000	0
815.000000	0
650.000000	0
910.000000	0
550.000000	0
1030.000000	0
810.000000	0
630.000000	0
955.000000	0
505.000000	0
1010.000000	0
775.000000	0
635.000000	0
880.000000	0
755.000000	0
720.000000	0
760.000000	0
695.000000	0
810.000000	0
755.000000	0
740.000000	0
740.000000	0
630.000000	0
890.000000	0
755.000000	0
750.000000	0
760.000000	0
665.000000	0
885.000000	0
495.000000	0
1010.000000	0
785.000000	0
645.000000	0
935.000000	0
755.000000	0
815.000000	0
825.000000	0
650.000000	0
1005.000000	0
835.000000	0
645.000000	0
965.000000	0
780.000000	0
760.000000	0
755.000000	0
715.000000	0
775.000000	0
715.000000	0
755.000000	0
735.000000	0
735.000000	0
600.000000	0
865.000000	0
515.000000	0
955.000000	0
720.000000	0
755.000000	0
745.000000	0
745.000000	0
705.000000	0
785.000000	0
760.000000	0
765.000000	0
660.000000	0
865.000000	0
515.000000	0
1015.000000	0
755.000000	0
775.000000	0
775.000000	0
765.000000	0
700.000000	0
820.000000	0
780.000000	0
775.000000	0
640.000000	0
915.000000	0
745.000000	0
775.000000	0
770.000000	0
770.000000	0
675.000000	0
855.000000	0
530.000000	0
955.000000	0
745.000000	0
645.000000	0
805.000000	0
515.000000	0
930.000000	0
740.000000	0
660.000000	0
810.000000	0
530.000000	0
955.000000	0
750.000000	0
690.000000	0
815.000000	0
760.000000	0
700.000000	0
825.000000	0
550.000000	0
1025.000000	0
795.000000	0
650.000000	0
915.000000	0
520.000000	0
1005.000000	0
790.000000	0
650.000000	0
880.000000	0
515.000000	0
1015.000000	0
805.000000	0
645.000000	0
940.000000	0
780.000000	0
670.000000	0
865.000000	0
515.000000	0
990.000000	0
775.000000	0
665.000000	0
855.000000	0
510.000000	0
1020.000000	0
795.000000	0
660.000000	0
870.000000	0
520.000000	0
1015.000000	0
800.000000	0
665.000000	0
905.000000	0
510.000000	0
1010.000000	0
775.000000	0
755.000000	0
765.000000	0
765.000000	0
775.000000	0
700.000000	0
825.000000	0
765.000000	0
755.000000	0
710.000000	0
780.000000	0
745.000000	0
755.000000	0
760.000000	0
700.000000	0
800.000000	0
765.000000	0
760.000000	0
770.000000	0
665.000000	0
850.000000	0
560.000000	0
960.000000	0
755.000000	0
745.000000	0
755.000000	0
695.000000	0
805.000000	0
740.000000	0
740.000000	0
745.000000	0
650.000000	0
850.000000	0
495.000000	0
970.000000	0
760.000000	0
755.000000	0
745.000000	0
700.000000	0
820.000000	0
775.000000	0
780.000000	0
760.000000	0
680.000000	0
830.000000	0
755.000000	0
750.000000	0
735.000000	0
680.000000	0
795.000000	0
755.000000	0
745.000000	0
745.000000	0
670.000000	0
875.000000	0
520.000000	0
1015.000000	0
770.000000	0
780.000000	0
770.000000	0
755.000000	0
655.000000	0
855.000000	0
510.000000	0
980.000000	0
750.000000	0
730.000000	0
740.000000	0
740.000000	0
680.000000	0
795.000000	0
560.000000	0
950.000000	0
760.000000	0
745.000000	0
745.000000	0
755.000000	0
755.000000	0
745.000000	0
670.000000	0
825.000000	0
530.000000	0
985.000000	0
755.000000	0
750.000000	0
750.000000	0
755.000000	0
660.000000	0
845.000000	0
515.000000	0
975.000000	0
770.000000	0
695.000000	0
820.000000	0
765.000000	0
670.000000	0
855.000000	0
490.000000	0
990.000000	0
775.000000	0
650.000000	0
835.000000	0
510.000000	0
935.000000	0
740.000000	0
655.000000	0
840.000000	0
515.000000	0
950.000000	0
760.000000	0
645.000000	0
895.000000	0
760.000000	0
770.000000	0
795.000000	0
825.000000	0
815.000000	0
650.000000	0
1040.000000	0
875.000000	0
625.000000	0
1075.000000	0
825.000000	0
630.000000	0
1035.000000	0
825.000000	0
635.000000	0
940.000000	0
785.000000	0
650.000000	0
860.000000	0
765.000000	0
660.000000	0
840.000000	0
485.000000	0
960.000000	0
770.000000	0
725.000000	0
795.000000	0
730.000000	0
780.000000	0
785.000000	0
660.000000	0
905.000000	0
535.000000	0
1045.000000	0
820.000000	0
630.000000	0
1015.000000	0
825.000000	0
620.000000	0
980.000000	0
795.000000	0
620.000000	0
910.000000	0
760.000000	0
640.000000	0
845.000000	0
755.000000	0
650.000000	0
840.000000	0
745.000000	0
660.000000	0
795.000000	0
805.000000	0
780.000000	0
760.000000	0
695.000000	0
875.000000	0
805.000000	0
735.000000	0
900.000000	0
625.000000	0
1110.000000	0
865.000000	0
620.000000	0
1065.000000	0
850.000000	0
630.000000	0
1025.000000	0
845.000000	0
630.000000	0
1005.000000	0
815.000000	0
790.000000	0
765.000000	0
760.000000	0
765.000000	0
665.000000	0
835.000000	0
520.000000	0
1015.000000	0
780.000000	0
735.000000	0
755.000000	0
715.000000	0
885.000000	0
810.000000	0
770.000000	0
695.000000	0
965.000000	0
560.000000	0
1080.000000	0
815.000000	0
825.000000	0
845.000000	0
670.000000	0
1050.000000	0
525.000000	0
1140.000000	0
945.000000	0
590.000000	0
1100.000000	0
840.000000	0
625.000000	0
1005.000000	0
810.000000	0
635.000000	0
940.000000	0
790.000000	0
635.000000	0
955.000000	0
775.000000	0
785.000000	0
805.000000	0
630.000000	0
1010.000000	0
790.000000	0
800.000000	0
790.000000	0
665.000000	0
875.000000	0
510.000000	0
1025.000000	0
785.000000	0
765.000000	0
740.000000	0
780.000000	0
780.000000	0
675.000000	0
890.000000	0
505.000000	0
1090.000000	0
825.000000	0
780.000000	0
780.000000	0
795.000000	0
800.000000	0
650.000000	0
915.000000	0
515.000000	0
1035.000000	0
790.000000	0
765.000000	0
775.000000	0
630.000000	0
920.000000	0
760.000000	0
755.000000	0
770.000000	0
640.000000	0
925.000000	0
795.000000	0
640.000000	0
970.000000	0
825.000000	0
640.000000	0
1035.000000	0
820.000000	0
630.000000	0
1070.000000	0
850.000000	0
615.000000	0
1010.000000	0
815.000000	0
635.000000	0
1010.000000	0
790.000000	0
780.000000	0
785.000000	0
780.000000	0
775.000000	0
685.000000	0
855.000000	0
560.000000	0
1030.000000	0
760.000000	0
790.000000	0
790.000000	0
695.000000	0
955.000000	0
820.000000	0
810.000000	0
680.000000	0
975.000000	0
790.000000	0
810.000000	0
830.000000	0
635.000000	0
1050.000000	0
850.000000	0
640.000000	0
1060.000000	0
815.000000	0
835.000000	0
845.000000	0
635.000000	0
1030.000000	0
830.000000	0
625.000000	0
995.000000	0
830.000000	0
630.000000	0
1000.000000	0
765.000000	0
805.000000	0
775.000000	0
670.000000	0
865.000000	0
780.000000	0
760.000000	0
715.000000	0
810.000000	0
695.000000	0
865.000000	0
740.000000	0
785.000000	0
790.000000	0
665.000000	0
940.000000	0
525.000000	0
1075.000000	0
840.000000	0
650.000000	0
1065.000000	0
870.000000	0
625.000000	0
1100.000000	0
845.000000	0
625.000000	0
1075.000000	0
855.000000	0
610.000000	0
1060.000000	0
860.000000	0
605.000000	0
1050.000000	0
800.000000	0
645.000000	0
970.000000	0
760.000000	0
800.000000	0
785.000000	0
680.000000	0
855.000000	0
540.000000	0
1000.000000	0
765.000000	0
665.000000	0
805.000000	0
565.000000	0
980.000000	0
775.000000	0
750.000000	0
760.000000	0
685.000000	0
875.000000	0
785.000000	0
775.000000	0
775.000000	0
650.000000	0
1020.000000	0
805.000000	0
800.000000	0
815.000000	0
650.000000	0
995.000000	0
790.000000	0
660.000000	0
980.000000	0
535.000000	0
1065.000000	0
